3000	1.772420168	0.016888063
2999	1.769628167	0.016996983
2998	1.772106051	0.016900282
2997	1.773829937	0.016833331
2996	1.776598096	0.016726378
2995	1.773803592	0.016834352
2994	1.774584889	0.016804094
2993	1.778003693	0.01667233
2992	1.779284239	0.016623243
2991	1.783801794	0.016451224
2990	1.780820012	0.016564563
2989	1.779494286	0.016615205
2988	1.776352644	0.016735834
2987	1.787562847	0.016309369
2986	1.78701663	0.016329894
2985	1.782292843	0.016508483
2984	1.782998204	0.016481692
2983	1.786136866	0.016363008
2982	1.790864587	0.016185846
2981	1.787484527	0.01631231
2980	1.791023493	0.016179925
2979	1.792775631	0.01611478
2978	1.790911317	0.016184105
2977	1.798700213	0.015896437
2976	1.794626594	0.016046245
2975	1.797609806	0.015936399
2974	1.792391896	0.016129025
2973	1.796672344	0.015970836
2972	1.799390674	0.015871184
2971	1.801604271	0.015790494
2970	1.802310586	0.015764834
2969	1.802438974	0.015760175
2968	1.801699519	0.015787032
2967	1.8038131	0.015710388
2966	1.806101203	0.015627834
2965	1.803894043	0.01570746
2964	1.806705356	0.015606109
2963	1.803339362	0.015727534
2962	1.804993987	0.015667728
2961	1.809977055	0.015488984
2960	1.806341648	0.015619184
2959	1.811339617	0.015440465
2958	1.808502674	0.015541657
2957	1.808184385	0.015553052
2956	1.806311727	0.015620261
2955	1.809688926	0.015499264
2954	1.810053229	0.015486268
2953	1.80982399	0.015494444
2952	1.809638619	0.015501059
2951	1.809690595	0.015499204
2950	1.815352082	0.015298467
2949	1.812605977	0.015395508
2948	1.810727596	0.01546224
2947	1.812938333	0.015383731
2946	1.812784553	0.015389179
2945	1.816760182	0.015248946
2944	1.813317418	0.015370308
2943	1.813652277	0.015358462
2942	1.812150955	0.015411647
2941	1.816048622	0.01527395
2940	1.81137979	0.015439037
2939	1.818087101	0.015202426
2938	1.81690228	0.015243957
2937	1.815062046	0.015308687
2936	1.815240741	0.01530239
2935	1.819270492	0.015161058
2934	1.817869544	0.015210043
