350.0	1.511E-01
360.0	1.453E-01
370.0	1.462E-01
380.0	1.572E-01
390.0	1.704E-01
400.0	1.810E-01
410.0	1.904E-01
420.0	1.990E-01
430.0	2.069E-01
440.0	2.144E-01
450.0	2.218E-01
460.0	2.286E-01
470.0	2.352E-01
480.0	2.414E-01
490.0	2.480E-01
500.0	2.542E-01
510.0	2.604E-01
520.0	2.664E-01
530.0	2.724E-01
540.0	2.785E-01
550.0	2.846E-01
560.0	2.904E-01
570.0	2.962E-01
580.0	3.020E-01
590.0	3.078E-01
600.0	3.134E-01
610.0	3.193E-01
620.0	3.249E-01
630.0	3.306E-01
640.0	3.364E-01
650.0	3.420E-01
660.0	3.475E-01
670.0	3.532E-01
680.0	3.584E-01
690.0	3.643E-01
700.0	3.700E-01
710.0	3.756E-01
720.0	3.812E-01
730.0	3.867E-01
740.0	3.924E-01
750.0	3.977E-01
760.0	4.033E-01
770.0	4.089E-01
780.0	4.144E-01
790.0	4.199E-01
800.0	4.254E-01
810.0	4.307E-01
820.0	4.364E-01
830.0	4.419E-01
840.0	4.473E-01
850.0	4.527E-01
860.0	4.583E-01
870.0	4.636E-01
880.0	4.690E-01
890.0	4.744E-01
900.0	4.799E-01
910.0	4.854E-01
920.0	4.908E-01
930.0	4.956E-01
940.0	5.003E-01
950.0	5.042E-01
960.0	5.086E-01
970.0	5.102E-01
980.0	5.089E-01
990.0	5.045E-01
1000.0	4.941E-01
1010.0	4.777E-01
1020.0	4.542E-01
1030.0	4.213E-01
1040.0	3.804E-01
1050.0	3.314E-01
1060.0	2.762E-01
1070.0	2.315E-01
1080.0	1.945E-01
1090.0	1.621E-01
1100.0	1.315E-01
